,class
49161,0
31946,1
27161,1
56182,0
60799,0
115432,1
50107,0
64796,1
136168,1
35867,1
20162,0
110282,0
16256,0
43492,0
89387,0
63856,0
30730,1
76518,0
89186,0
17577,1
135492,0
129474,1
124617,0
105213,0
127013,1
506,0
78772,1
134210,0
63799,1
41934,0
100928,1
124879,0
32968,1
117732,1
102546,0
80544,1
103297,1
134945,0
103330,0
112839,1
115197,0
47845,0
89533,1
57462,1
4732,1
101327,1
23886,0
40005,1
24577,0
72631,0
133592,1
67582,1
43403,0
123207,1
114015,0
29434,0
106962,0
110249,0
6696,1
14733,0
10256,0
127573,0
47517,1
26107,1
54888,1
63436,0
40383,1
23460,0
41840,0
32656,0
1368,1
96337,1
47043,0
110649,1
1055,1
82942,0
135373,1
6527,0
131197,1
22741,0
76455,1
125005,0
64158,1
50890,0
9616,0
85191,0
109440,0
5803,0
74151,0
110895,1
115015,1
84685,1
56126,0
9487,1
82548,0
11264,1
37255,1
41972,1
62859,0
30251,0
127405,0
86590,0
29528,0
97627,0
118881,0
132982,0
68783,0
111866,0
97160,0
79827,0
85294,0
134807,0
42292,0
122054,1
130282,0
10479,0
96203,0
64256,0
108767,0
47945,0
132110,1
69157,0
131613,1
27149,0
14753,0
73505,0
18714,0
68168,0
43281,0
75436,1
64414,1
2868,1
44954,1
35895,0
80839,0
62421,0
115094,0
48767,0
116470,0
30132,1
62035,0
26020,0
106934,0
52708,0
17462,1
75808,0
3335,1
32794,1
98504,0
33466,0
6283,0
131284,0
114126,0
81811,0
9355,0
72154,0
15981,0
76843,0
135639,0
779,0
119690,1
44514,0
40729,0
132803,0
72358,1
45318,1
44972,1
38670,1
137556,1
50024,0
92387,0
85038,0
83449,0
85494,1
13891,0
134213,1
132576,0
82058,0
3749,0
33818,1
128812,1
89682,1
110758,1
91857,0
113773,0
67899,0
99447,1
32351,1
71294,1
132458,0
79657,0
84877,1
37935,1
26102,1
108005,0
105993,0
39213,0
89937,1
78292,0
77348,0
1320,0
86437,0
100337,1
61116,0
113830,1
65832,0
121674,1
61662,0
56328,0
26913,1
19901,1
92564,0
76413,0
96235,1
25531,0
61168,0
135507,0
64592,0
119496,0
134965,0
7160,0
105972,0
54823,0
63805,1
118988,1
6045,1
133707,1
113445,1
104597,0
132545,0
107108,0
81562,0
50320,0
114176,1
489,1
104661,0
97744,1
37574,1
91725,0
37458,0
3019,0
33178,1
116514,1
29663,0
69046,0
77309,0
99792,1
101008,1
4338,0
109935,0
23665,0
3451,0
21826,1
127877,0
123182,0
90910,0
94293,0
129064,0
100135,0
3251,0
34703,0
106898,0
128159,0
95079,0
51506,0
69268,0
35353,0
10902,0
126378,0
60152,0
63006,0
101779,0
92079,0
135970,1
73202,0
125042,0
111719,0
84208,0
61281,1
36095,0
119827,0
94898,1
87706,1
29412,1
120672,1
26396,0
20626,0
107922,0
82495,1
112061,1
131927,1
2361,0
83757,0
47041,0
109213,1
36751,1
71006,0
32334,0
22628,1
65284,0
29301,1
29345,0
84644,0
54767,0
137160,1
71176,1
25507,0
126268,1
98327,0
39224,0
106514,0
127047,0
112205,0
126693,1
8964,0
78307,1
44562,0
120202,0
23638,1
35373,0
55290,0
134130,0
129032,0
98323,0
36797,0
64711,0
118533,1
118482,1
50155,0
135714,0
112669,0
134784,0
13358,0
69488,0
84630,0
46684,0
64258,1
73118,1
63603,1
133675,1
75460,1
54657,0
126904,1
43702,0
19818,1
99109,0
57919,0
109335,0
114695,1
36263,0
28993,0
28613,1
114669,0
117149,0
134571,1
69852,0
54435,0
1785,0
83631,1
46807,0
92310,0
56542,0
55215,0
17875,0
45022,1
135060,0
40605,1
95240,1
78942,1
44228,0
79584,0
9549,0
45736,1
78124,1
118098,0
88706,0
67861,0
130585,1
25264,1
38331,1
108016,1
54936,0
112022,0
34767,0
921,0
93774,0
132420,0
73087,1
136568,0
68804,0
119086,0
61682,1
102040,1
68831,0
68744,0
61564,0
126330,0
99241,1
2699,0
41292,1
38649,1
42151,0
66016,1
40749,1
89287,0
111726,0
113931,1
23047,0
97994,1
22763,0
20747,1
69746,1
24474,0
87665,1
30863,1
27875,1
32490,0
13370,0
111547,1
23500,1
115594,1
33724,1
31326,0
25239,0
66511,1
103399,1
44025,1
69760,0
130237,0
137577,1
22991,1
105087,0
79769,1
1359,1
45690,1
27932,1
82243,1
34759,0
128743,0
62976,0
70482,0
82615,1
126291,0
23965,0
82357,0
120061,1
112480,0
38104,0
92119,0
96275,0
92970,1
60830,1
129630,1
17792,1
113026,1
19495,1
39351,0
59933,0
132339,0
33499,0
50312,1
1137,1
66832,0
46724,1
56511,0
41042,0
84035,0
81085,1
103541,1
85317,0
12413,0
95408,1
14222,1
129757,0
10304,0
98574,1
71731,0
3085,0
101265,1
101849,0
134796,0
14743,0
130091,0
133359,1
81703,1
56108,0
50699,0
100336,0
27524,0
20907,0
43916,0
39226,0
49594,1
44998,0
84172,0
81836,1
88017,0
85656,0
2607,1
74479,0
122864,0
57862,1
82451,0
52151,0
108364,0
67173,0
84022,1
97987,1
30148,1
66351,0
18495,0
47635,1
109982,0
112529,0
13722,1
36003,1
54896,0
115650,1
10392,0
120920,1
40420,1
40265,0
92408,0
117439,0
61380,1
105948,0
695,1
69642,0
86282,0
136115,0
117203,1
28089,1
18240,0
90369,0
82729,0
14865,1
7618,0
12160,1
132401,1
10460,0
9707,1
92925,1
5860,1
66489,1
52299,1
127848,1
125618,0
21123,0
70622,1
10525,1
19021,1
52131,0
133995,1
84577,1
98969,0
4842,1
48838,0
48965,1
37918,0
82379,0
81129,0
122185,0
78363,0
72803,0
57940,0
80297,0
94971,1
122836,1
70899,1
62739,1
62386,0
53318,0
1314,1
10694,0
130755,0
8260,0
40740,1
118679,0
120224,0
86666,0
12344,0
118882,1
56257,1
46986,1
92042,0
127697,0
87602,0
136156,0
44532,0
14466,0
111997,0
109629,0
103207,1
114948,1
116787,0
64361,0
101463,1
116060,0
53111,0
45597,0
127082,1
69722,0
78875,0
3469,0
96849,1
112799,0
9073,1
584,1
15107,0
62647,0
60736,1
78782,1
27783,0
65820,0
34128,0
10007,0
111107,0
89736,1
104114,1
82659,0
101574,0
125159,1
59949,1
67810,1
23433,0
46161,0
100452,0
126039,0
28411,1
132090,0
24629,1
70120,0
45084,0
111730,0
19642,1
47461,1
110349,1
93040,1
86361,0
54497,0
5191,1
92516,1
51117,1
123546,0
88941,0
56129,1
111034,0
7150,1
71627,0
44216,0
31421,0
110855,1
5905,1
131162,1
72142,1
90685,1
114253,0
527,0
100586,0
40425,0
116544,0
47395,0
30313,0
9975,1
15246,1
23168,0
86402,1
763,0
20746,0
69173,1
94559,0
55721,0
71882,0
12168,0
126440,0
114899,1
19633,1
91232,1
84259,0
108144,0
85054,0
12441,1
23007,0
115482,0
111317,0
83653,0
48972,1
128913,1
105888,1
57192,0
47227,0
68094,1
31545,0
10057,0
123467,1
82635,1
8864,0
84679,0
118977,1
94654,1
115415,0
104296,0
71145,0
20565,0
107651,0
49199,0
17183,0
893,1
99537,1
106224,1
78207,0
64923,0
1397,0
109761,0
110339,0
50216,1
109119,0
65111,1
71288,1
37450,0
45278,0
33332,0
5759,1
71588,1
14364,1
34924,1
59588,1
40638,1
54043,0
120914,0
79466,1
97521,0
110593,0
109650,1
89268,0
109332,1
21131,0
104140,1
126678,0
107162,0
108670,0
110341,0
35751,0
120445,1
15992,1
84011,1
5131,1
103870,0
7709,1
110937,0
46370,0
64822,0
53657,0
124581,0
3161,1
91907,0
89124,0
112643,0
80933,0
33969,0
46215,0
75215,0
121459,1
103129,1
133733,0
117451,0
109175,1
118160,0
10232,0
76035,1
29541,0
73398,0
83297,0
93732,0
6689,0
90762,0
12471,1
58442,0
44466,0
60430,1
104648,1
136590,0
22935,1
31000,0
64846,0
44784,0
99727,0
135062,0
41541,1
46194,0
93483,1
34029,1
84927,1
20325,1
91682,1
83594,1
40307,1
125794,1
72634,0
137549,0
121117,1
91113,0
8405,0
105025,0
39745,1
80162,0
122050,1
31630,1
119001,0
85730,0
46056,0
54622,0
11968,1
89964,0
110875,0
19611,0
109698,0
128443,0
125412,1
73131,1
91671,0
133859,0
17032,0
83278,0
29190,1
106302,0
99991,0
75265,0
54828,0
41765,1
128876,0
60859,0
28698,0
28043,0
28679,0
30838,1
41791,0
61678,0
33519,0
77829,0
41645,0
1946,0
73181,1
129308,1
39218,1
2876,0
21747,0
42984,1
64406,0
103043,0
21382,1
53291,0
63598,1
26160,0
49645,1
84663,0
26798,0
27646,1
123174,0
78135,0
107466,0
105076,1
110909,0
36090,0
77341,0
43158,1
97326,0
83122,0
72273,1
26775,0
82074,1
32646,0
13547,1
94990,0
114780,0
88405,0
61753,0
118101,1
94334,1
40374,1
41375,0
57569,0
36890,1
112791,1
83185,0
7911,1
40317,0
82682,0
73612,1
13124,1
85092,0
3269,1
111444,1
96738,0
100006,1
57435,0
9603,1
131916,0
82332,0
29871,0
3119,0
81243,1
92801,0
84365,0
118705,0
74006,0
128592,1
121982,1
55373,0
23681,1
38112,1
40784,0
112189,0
41552,0
48505,1
28242,1
94219,1
12145,0
87749,0
24230,0
63586,0
136137,0
85568,0
105812,0
96079,0
28988,0
83580,1
137709,1
120043,0
83484,0
87668,1
121449,1
134804,1
82766,0
106238,0
71994,0
124644,1
76896,1
136725,0
53313,0
90101,0
82946,1
118025,1
101566,1
93142,1
127839,0
125612,1
57115,0
78737,0
66139,0
78009,0
62463,1
124889,0
49597,0
95728,0
91875,0
11658,0
20015,0
77780,1
82099,0
117261,0
127926,1
41666,0
107220,0
19293,0
32424,0
29390,0
109488,0
49489,0
51042,1
109077,1
51888,0
50846,0
71068,0
27382,0
103487,0
77733,0
120506,0
96393,1
67004,1
92241,0
107136,0
38278,0
57952,0
18019,1
24635,1
80134,1
48127,0
110268,0
52418,1
72107,1
22915,0
36872,1
128881,0
15931,0
68746,0
25834,0
119284,0
45241,0
137038,1
35880,1
16385,0
58053,0
34274,0
132538,0
10811,0
92262,0
120003,1
78280,0
66163,0
128990,0
84708,0
5590,0
53034,1
92343,0
39150,0
26095,0
9676,1
93213,0
84567,1
37862,1
46344,0
100680,1
135660,1
37132,1
56505,0
136487,0
62791,0
33310,0
41138,0
96681,0
127611,0
111967,1
75717,1
68610,0
22722,0
124699,1
37701,1
47001,1
36649,0
60199,0
62287,1
78638,1
32169,0
136399,0
54118,0
116509,1
101577,0
69654,0
46014,0
132308,0
85523,1
122535,1
65488,0
107134,1
68955,0
67335,1
73457,1
5747,0
115289,0
62320,0
62570,0
135177,0
82293,0
51817,0
124041,0
40257,1
126300,0
134059,0
21186,1
84309,0
7484,1
90792,0
122153,0
115944,0
114444,0
45530,1
115697,1
52616,1
18684,0
72646,0
38469,0
98497,1
42756,0
102787,0
90995,1
99211,0
126130,0
99858,1
63083,0
20983,0
59738,0
87179,0
131832,0
137499,1
48939,0
30039,0
108246,1
49383,0
99075,0
36752,0
80844,0
111700,1
64301,0
60936,0
86234,0
70636,0
132414,1
8228,0
103328,0
53119,1
103364,0
110353,0
137116,0
89257,1
19866,0
40311,1
80876,0
132120,0
120732,0
115506,1
115683,0
30562,1
49821,1
21070,0
108665,1
56525,0
90277,1
4549,1
134828,0
66494,0
62432,0
76889,0
97275,0
126409,0
125010,0
82654,0
50319,0
108870,0
65845,1
103796,0
96964,0
29730,1
83204,0
43921,1
5023,0
105548,0
129489,0
58658,0
115970,1
31417,1
40086,0
80046,0
43234,1
130783,0
58809,1
52034,0
6577,0
114304,1
97549,0
83198,1
23542,0
13574,1
89202,0
65360,0
50893,1
75152,0
53151,1
58187,1
40721,1
84656,0
3930,1
43517,1
85339,1
108728,1
101914,1
12883,1
30303,1
7877,0
20557,0
57353,0
54474,1
65873,0
101768,0
78317,0
67646,1
107442,1
84216,1
33936,1
84782,0
76872,0
28774,0
128452,0
26550,1
101104,1
59840,1
81519,0
24616,1
35217,1
78054,0
119941,0
24315,1
80404,1
45304,0
109924,0
122192,1
110126,0
74028,1
72692,0
119761,0
65683,1
107655,0
87598,0
53147,0
38239,0
28870,1
125193,0
90798,0
120983,1
84048,0
47203,0
108342,0
50714,0
5015,0
117402,0
64199,0
96648,0
2026,1
57527,0
88397,0
106635,0
30195,1
112161,0
16168,0
70395,0
71013,1
2765,0
73582,0
104090,0
108385,0
134959,1
33051,1
10670,0
24573,0
52272,0
131973,0
74270,1
119948,1
13886,0
1409,1
36068,0
51018,0
30425,0
23284,1
55058,0
71395,0
91008,0
115458,1
113041,1
126938,1
87173,0
78169,1
42311,1
33551,0
98259,1
56632,0
21297,1
92479,0
126796,0
75004,0
114219,0
34254,1
2252,1
22201,0
48833,0
130001,0
123755,1
108960,1
132728,0
116167,0
72796,0
92257,0
117632,1
99954,0
42281,0
73360,1
117776,1
83234,1
134460,0
122904,0
128211,0
97336,0
92230,1
110096,0
79715,1
17222,0
135477,0
52422,1
11654,0
16111,0
119686,1
67219,1
85916,1
114772,1
73676,0
25827,1
61121,0
94426,0
41994,0
83846,1
21190,0
99624,0
7549,1
71604,1
100657,0
92452,1
62600,1
70196,0
108794,0
5724,0
58728,1
135645,0
74394,0
21057,1
24906,0
52340,0
68089,0
83456,1
111363,1
60163,0
106068,1
29316,1
89706,1
20153,0
20364,1
128751,0
97849,0
124130,1
65933,0
75615,0
106728,0
4464,1
761,0
43184,0
10350,1
63422,0
18147,0
85924,1
87463,0
114283,0
31396,1
133755,0
94516,0
82991,1
93266,0
120787,0
87684,0
86825,1
6871,1
132275,0
130198,0
14556,1
31172,0
75729,0
1186,1
52121,1
24366,1
12421,0
34111,0
6314,0
11851,0
131509,0
47773,0
12612,0
28782,0
98705,1
33309,1
30607,0
22653,0
71797,0
332,1
45019,0
118814,0
50533,1
109946,1
84090,0
40568,1
16614,0
117948,1
69411,1
114664,0
38100,0
95081,0
106318,0
108757,0
16866,0
72038,0
105085,0
133051,0
77707,0
86797,0
75891,1
29042,0
70653,0
69144,0
100769,1
23450,1
96957,1
17217,1
17504,1
49205,1
126665,0
111824,1
96614,0
86781,0
131376,1
36330,1
12574,0
9627,0
115376,1
58114,0
72828,1
47397,1
25450,0
43675,0
124326,1
94407,0
53307,1
22869,0
74976,1
4352,1
15502,0
31640,0
133740,0
106956,1
26281,1
117104,0
6227,0
88176,1
51569,0
98352,0
104011,0
32540,0
49272,0
4234,0
116886,0
52500,0
120754,0
113266,0
103271,1
98533,0
67303,1
132449,0
79661,0
55021,0
62782,0
11458,0
86604,0
123726,1
30748,0
52989,0
66076,1
64070,0
111666,1
49351,1
828,1
86023,0
32146,0
68074,0
16248,1
74994,1
133833,0
104062,0
82261,1
70526,0
28418,1
53023,1
88555,0
36209,0
85710,0
123649,0
69697,0
62742,0
111766,1
89094,1
53667,0
124714,1
89405,1
117833,1
103808,1
73494,0
29370,1
50856,1
80045,0
63988,0
93822,1
27655,0
57981,0
12028,0
47337,0
48256,0
37238,0
56181,1
69626,0
131507,1
71242,0
63675,0
88406,0
20794,1
50723,0
62921,1
130793,0
120969,0
50605,0
90904,1
84057,0
128429,1
49342,0
123527,0
130261,1
25949,1
89921,1
107702,0
120191,1
5116,1
64476,0
24246,0
90619,0
8802,0
127569,0
53551,0
78530,0
126544,1
95001,1
6430,1
5340,1
83926,0
68335,0
115453,0
84320,0
121739,0
26990,0
114066,0
97515,0
71237,0
20727,1
123254,1
104779,1
36325,0
77049,0
18131,0
67961,0
135737,1
125481,0
34854,0
112354,1
50232,0
71005,0
123498,0
57507,1
136577,0
70328,0
3543,1
11487,1
124229,0
67002,0
66936,0
34215,0
15088,0
55019,0
136225,1
45905,0
115354,1
5305,0
44988,0
84038,1
57455,0
108873,0
49421,0
124270,1
94798,0
27816,0
25678,0
87106,0
78878,1
91678,0
20389,0
64191,1
36982,0
30700,0
80971,0
23935,0
19142,0
124399,0
2453,1
50841,1
60344,1
50725,1
74076,0
23758,0
135698,1
24376,0
108909,0
2515,1
42820,0
2477,0
83479,0
93136,1
12652,0
118914,0
77795,1
118359,0
3493,1
13233,0
110682,0
95132,1
24808,0
68333,1
39398,0
63934,0
55337,1
35475,1
6220,0
66252,0
30908,1
15943,0
89698,0
50259,1
35490,0
118433,0
85597,0
29705,0
73180,0
13951,0
112448,0
20828,0
10414,0
19182,0
134585,1
100345,0
14703,0
45771,0
33398,1
98496,0
15128,0
4932,1
131451,0
73166,0
127044,1
93779,1
130701,0
129878,1
76620,0
123548,0
72070,1
76607,1
109330,1
33764,1
70303,0
6912,0
52800,1
96857,0
13608,0
120776,0
39739,0
103737,1
82045,0
27067,0
103708,0
76079,0
63754,0
39544,1
44329,0
70210,0
82574,0
83979,0
27133,1
136171,0
98179,1
128055,1
72984,1
92893,0
122482,0
35152,1
124548,0
113498,0
37591,0
34831,1
58541,1
84919,1
95889,1
104128,0
14735,0
62758,0
109732,1
93342,1
59862,0
76103,0
28560,0
82527,0
137309,1
118764,1
118681,0
79601,1
99952,0
125792,0
13790,0
132402,0
82116,0
56637,0
105599,0
6651,1
95200,0
86693,1
21113,1
77132,1
52296,0
24890,0
63131,0
25020,0
112183,0
49868,0
106387,0
2322,1
81718,0
63209,1
49128,0
132352,1
114697,0
114740,1
36549,0
41930,1
51135,0
97182,1
109496,0
1025,1
65909,0
19979,1
22736,0
135649,1
75289,0
100184,1
22474,0
45697,0
105922,0
73292,1
103707,0
57484,0
59803,0
86942,1
103901,0
102924,0
54765,1
48361,0
93689,1
82824,0
39313,0
22883,0
72043,0
113062,0
60525,1
109837,1
24974,0
57866,0
120905,0
125500,0
80087,0
39813,0
135797,0
3979,0
83729,0
55832,0
34864,0
117052,1
90902,0
46482,0
74849,0
57743,1
107903,1
47272,0
19069,0
44463,0
94453,1
63909,1
108520,0
36802,0
131344,1
114308,1
106507,1
38214,0
27456,1
30153,0
109814,0
99054,0
82696,0
64366,0
73348,1
77420,1
56422,0
17801,1
74530,1
14493,0
117953,0
58517,0
61976,0
130145,1
17165,1
94879,0
55754,0
84188,0
30280,0
53778,0
6858,0
65593,0
108550,0
88621,1
113482,1
27740,0
26027,0
73413,1
47153,0
5361,0
100983,1
60329,1
88923,1
18379,0
96504,0
49356,0
122647,1
82852,0
60719,1
98580,0
105387,0
92971,1
83547,0
10984,1
55008,0
21740,1
44877,0
94605,0
35461,0
4177,0
22743,0
133728,0
127408,0
4727,0
53967,0
104009,1
13766,1
67374,0
114006,1
136390,0
2367,1
56280,0
15850,0
52914,1
1573,0
127824,0
13919,0
117376,0
73991,1
85698,0
100458,1
46376,0
91461,0
47646,1
29227,0
105128,0
41414,1
60223,1
82971,1
51556,0
29015,1
10810,1
24048,0
38010,0
104506,0
133663,0
50106,0
2489,1
99861,1
38839,1
27095,1
137336,1
25197,0
66278,1
25527,0
22215,0
45163,0
4650,0
103844,0
25939,0
52328,0
113388,0
130662,0
91309,0
87604,0
95367,1
90258,0
26709,0
106540,0
130778,0
61054,0
91385,1
100076,0
119703,0
117744,0
79910,0
130454,1
91365,0
82744,0
72913,0
110730,1
9533,0
78964,0
77723,1
49367,0
86142,0
119170,0
42878,1
1748,0
106622,0
99223,0
40640,1
113364,0
72174,0
18150,0
2523,0
24623,0
53239,0
58480,0
18051,1
71417,1
63528,0
99725,1
61402,0
35306,0
50413,1
36303,0
53277,1
68637,1
96204,0
104534,1
33293,0
107663,1
38083,0
28907,0
57388,0
44572,1
9860,1
73326,0
36012,1
132178,1
132594,1
76291,1
103513,1
128269,1
73752,0
125417,0
38013,0
84692,0
112974,1
35683,0
7291,0
92227,0
100354,0
136451,0
15840,0
19934,0
131573,0
64096,1
40816,0
94152,0
33747,0
135413,0
16226,1
18020,1
93324,1
80647,1
133360,0
70037,1
64951,0
41218,0
6216,0
88924,0
94834,1
108608,0
11314,0
1815,1
90367,0
34048,0
127010,0
35014,1
10276,0
122671,1
46857,1
74206,1
114689,1
47858,0
63338,1
130438,0
84622,0
127823,0
121886,0
7542,1
137659,0
81374,0
55301,0
22942,0
4463,1
84586,0
28768,0
112255,0
3163,0
20757,0
82621,1
53319,1
100089,1
29947,1
71070,0
125392,0
51243,1
17771,0
33127,1
116414,1
56272,0
62880,1
15511,0
78035,1
95047,1
35287,0
127593,0
112518,0
10839,0
85289,1
56203,1
19369,0
44959,1
2452,1
133672,0
19769,1
7434,0
19307,0
55307,1
124964,0
28049,0
22738,0
105832,0
28846,1
47209,1
137007,0
88974,1
50298,0
126,1
30711,0
62933,0
56658,1
126890,1
58180,0
105682,0
134116,0
85529,1
7655,0
110025,0
50713,0
87550,0
110032,1
26737,0
4094,0
60176,1
91299,0
9770,0
54563,1
51218,0
14019,0
130742,0
50620,0
52479,0
125701,0
6292,1
115142,0
108420,0
93045,1
70583,1
39558,0
119863,1
86992,0
116750,0
131952,0
54109,1
12945,0
88928,0
65568,0
89727,1
133411,0
31933,0
38193,0
75636,1
81839,1
62060,1
33277,0
43690,1
134852,1
1005,1
21902,0
84600,0
81393,1
129005,0
99129,1
92484,0
1568,0
133507,0
7863,0
125928,1
118420,1
96666,0
121745,0
71505,1
87939,0
57666,0
44896,1
91521,1
114826,0
77473,0
101941,1
12853,0
3923,0
17147,1
20761,0
43333,0
5102,1
84219,0
47355,0
127431,0
105629,1
78666,0
65460,0
133462,1
66583,0
122879,0
27729,1
129046,0
80394,0
122895,0
89834,0
73810,1
16627,0
79597,0
133748,1
54501,0
108470,1
121185,1
103736,0
24038,1
95181,1
62565,0
22139,1
76981,0
67222,0
100465,0
118329,0
40401,0
90648,0
32980,0
94170,0
105116,0
43137,1
40481,0
21706,1
119260,0
47977,0
29329,0
14274,1
19563,0
41075,0
46414,1
126778,1
85401,0
18839,0
11059,0
50662,1
121820,0
44061,0
16929,1
100560,1
84047,0
134310,0
92101,1
95927,0
48117,1
26916,0
84936,0
11850,0
84074,0
52391,1
97291,1
19665,1
1398,1
120016,1
19574,0
35271,1
47054,1
20873,0
20612,1
27990,0
8185,1
102616,0
3070,0
77203,0
24413,0
24167,1
121,0
105860,1
64020,0
21409,1
63731,0
26270,0
125571,0
33195,0
76524,1
9499,1
43913,0
8941,1
21790,1
137,1
59020,0
113193,1
64078,0
57260,0
18276,0
82693,0
116427,0
57061,1
64131,0
16739,1
116188,0
101993,0
120424,1
19922,0
105570,0
29547,0
81529,1
130086,1
117928,1
91687,1
24989,0
106996,0
133973,0
87349,1
46782,0
108218,0
84532,1
53296,0
53642,0
117478,1
52801,0
44352,0
103488,1
105455,0
72684,1
66331,0
61788,1
119950,0
87847,0
25917,0
104402,0
17490,0
79787,0
36914,1
33954,1
60166,0
130534,0
54824,0
83587,0
8327,1
14153,0
35985,1
136798,0
40343,0
114873,0
24512,0
99785,0
91828,0
122734,1
124072,1
122673,0
79146,0
49994,1
55011,1
73639,0
29654,0
496,0
66415,1
94607,0
92046,1
98195,0
48628,1
36404,0
82672,1
39757,1
61099,0
2177,0
111812,0
98469,0
85868,1
57384,1
5095,0
59176,1
72780,1
54680,0
34250,0
11630,0
16864,0
29805,1
109387,1
113880,1
3873,0
49705,1
50439,1
7029,0
15703,1
9990,0
103471,0
9087,0
52208,0
50973,0
40310,0
106019,1
116756,1
33374,0
57438,0
84067,0
125801,1
10474,0
18169,0
80848,0
54523,1
61251,0
17017,1
112786,1
68229,1
105549,1
127362,1
136377,1
51497,1
38847,1
102537,0
32852,1
38244,1
65759,0
37757,1
94438,0
108165,1
15895,0
21977,1
121016,0
2690,0
11201,0
89102,1
34594,0
90714,1
109114,1
23217,1
125861,1
67708,0
37033,1
29951,1
67371,0
5632,1
6900,1
37144,0
94235,0
3139,0
30811,0
134931,0
63551,1
124535,1
20707,0
87092,1
56989,0
46379,1
122803,1
82884,1
91797,0
8778,0
97896,0
87035,0
101408,0
18481,1
85878,1
44731,0
121487,1
107770,0
137332,0
21490,1
36032,1
57168,0
19588,1
57822,0
107774,1
128338,0
58450,0
20257,0
89881,0
124208,1
57738,1
73969,0
30021,0
9643,0
648,1
120386,1
89928,1
55782,0
10105,0
14978,1
14697,1
46873,1
34985,0
72942,0
132300,0
9229,0
11010,0
70924,1
33918,1
21839,0
50183,0
61790,0
87047,1
118880,1
43193,0
45438,0
12521,0
29889,1
49687,1
126134,0
33729,0
6330,0
22904,0
6816,1
113632,0
13543,0
6938,1
112865,0
97671,1
114754,1
60801,0
120817,0
93778,0
33044,1
125489,1
73562,1
115182,1
13544,1
124305,1
61376,0
68123,0
80123,0
132921,0
107087,1
30624,0
132145,0
18708,0
79002,0
99984,1
73926,0
52338,0
4544,0
114442,1
62606,0
124341,1
108329,1
84132,1
62790,0
137083,0
124196,1
132516,0
119574,0
129071,0
52604,0
113888,1
27097,1
124552,0
76624,0
79919,0
118779,1
119328,0
31027,0
119640,0
125813,1
62663,0
133554,0
15306,1
137766,1
91104,0
137167,1
118897,0
135736,0
102734,0
109268,1
14809,0
114744,0
65554,1
13236,0
89407,0
96381,1
13606,0
23208,0
62271,0
122487,0
105924,1
91127,1
102120,0
86478,0
91164,0
53654,1
49358,0
13732,0
52107,0
34678,0
116333,1
7458,0
15535,0
129540,0
98928,0
3808,1
120992,1
75627,0
20220,0
49457,1
102505,1
65604,0
116269,0
123830,0
91267,1
9020,1
47543,1
135052,0
78744,0
12319,1
46530,0
88703,1
80029,0
13213,1
16667,0
18923,0
37770,1
18538,0
75209,0
64915,0
112035,1
94069,0
59821,0
92702,0
11715,0
13407,0
129301,0
42410,0
136380,1
86790,1
25110,1
123704,0
35182,0
86167,0
80401,0
22392,1
29671,0
118927,1
66946,1
9330,0
89486,1
46464,0
86956,0
61798,0
72450,1
119309,0
127152,0
120592,0
75726,0
109790,1
93895,1
135066,0
33933,0
61751,0
45101,0
129542,1
122604,0
51100,0
83283,0
37794,0
12256,0
27318,1
46036,0
9408,1
97056,0
32500,1
209,0
10763,0
130969,1
27585,1
105626,0
37797,1
106953,0
38756,1
81365,0
131025,0
120253,0
13367,1
115842,0
82812,1
121304,0
38742,1
100503,1
98173,1
5877,0
64570,0
112614,1
81683,1
33506,0
64794,1
77928,0
16560,1
7972,0
61378,0
126964,1
114774,0
12336,0
8752,0
40230,0
60193,0
25168,1
90560,0
133488,0
76562,0
56391,1
90490,0
113076,1
76777,0
63846,0
77318,1
89365,0
121813,0
120772,0
28681,0
90355,0
69559,0
75626,1
101473,0
51555,0
61243,1
82305,1
70856,0
82598,0
63273,1
77299,0
25942,1
134437,0
65520,0
87439,1
105862,0
82355,0
67234,0
1388,0
84902,0
11538,0
56451,0
125890,1
117479,1
109782,1
41254,1
6079,0
59950,1
60218,1
12789,0
82128,0
79583,1
5086,0
57242,0
25306,0
115541,0
79318,1
97165,0
125134,0
106781,1
118987,0
51563,1
